Steps,Policy/Entropy,Environment/Episode Length,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,High Score,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Is Training
580000,0.018213369,7524.0,0.16366272,11.60000017285347,11.60000017285347,None,0.0010435137,0.07188753,0.00029655008,1.0
590000,0.016456477,None,0.1514407,None,None,None,0.0017516551,0.06632981,0.00029649324,1.0
600000,0.01663214,9684.0,0.1566346,14.600000217556953,14.600000217556953,None,0.0018499397,0.0652998,0.00029642964,1.0
610000,0.018201932,None,0.15346093,None,None,None,0.0010750317,0.0711177,0.000296366,1.0
620000,0.017907422,None,0.15709038,None,None,223.0,0.001201061,0.06712278,0.00029630898,1.0
630000,0.015497076,3959.0,0.15690582,5.4000000804662704,5.4000000804662704,231.0,0.0022267536,0.07166662,0.00029625196,1.0
640000,0.019149354,1509.0,0.15744767,1.4000000208616257,1.4000000208616257,238.0,0.0020570196,0.062058836,0.0002961887,1.0
650000,0.018050183,None,0.15937392,None,None,245.0,0.00091710716,0.07054953,0.00029612542,1.0
660000,0.016723432,None,0.15678124,None,None,253.0,0.0011645876,0.06706562,0.0002960684,1.0
670000,0.015711801,None,0.1573589,None,None,260.0,0.0013140312,0.06485235,0.00029601133,1.0
680000,0.015710564,17104.333333333332,0.14353667,27.066667074958485,27.066667074958485,268.0,0.0038197148,0.06664325,0.00029594768,1.0
690000,0.017436163,11158.0,0.1416634,17.200000256299973,17.200000256299973,275.0,0.0027680362,0.06529433,0.00029589038,1.0
700000,0.017235857,None,0.16148116,None,None,284.0,0.0011659447,0.06823683,0.0002958333,1.0
710000,0.017783986,None,0.15379928,None,None,291.0,0.0010099314,0.06665141,0.00029576963,1.0
720000,0.015121675,3563.0,0.15040559,5.000000074505806,5.000000074505806,298.0,0.002107947,0.06497699,0.00029570636,1.0
730000,0.016521929,None,0.15203288,None,None,306.0,0.0011873227,0.06674046,0.0002956494,1.0
740000,0.016628196,7199.5,0.16325031,10.60000017285347,10.60000017285347,313.0,0.002731199,0.06760815,0.00029559256,1.0
750000,0.018385423,None,0.16734368,None,None,321.0,0.00117258,0.06738715,0.00029552937,1.0
760000,0.017014872,1492.0,0.1661902,2.0000000298023224,2.0000000298023224,328.0,0.0020029296,0.067829266,0.00029546628,1.0
770000,0.016552676,20273.0,0.15542333,32.20000047981739,32.20000047981739,334.0,0.0021673723,0.070225894,0.00029540932,1.0
780000,0.016734673,None,0.15993488,None,None,342.0,0.0010854085,0.06764596,0.0002953523,1.0
790000,0.016716434,10517.0,0.1634577,15.600000232458115,15.600000232458115,349.0,0.002093698,0.06950152,0.00029528874,1.0
800000,0.016693456,None,0.15679176,None,None,356.0,0.0011649136,0.067402914,0.00029522544,1.0
810000,0.015546609,27446.0,0.15404813,44.00000064074993,44.00000064074993,363.0,0.0011574016,0.0681313,0.00029516814,1.0
820000,0.014809662,None,0.15204692,None,None,370.0,0.0018434508,0.07138318,0.00029511037,1.0
830000,0.014975043,6482.0,0.15397094,9.400000140070915,9.400000140070915,377.0,0.0017866613,0.06853577,0.00029504715,1.0
840000,0.016573276,None,0.15373531,None,None,384.0,0.0010406587,0.06491371,0.0002949902,1.0
850000,0.015395707,None,0.15768142,None,None,391.0,0.0010445558,0.077858366,0.00029493304,1.0
860000,0.016150573,None,0.1661537,None,None,399.0,0.0012457438,0.07251166,0.00029486942,1.0
870000,0.016255219,None,0.17362237,None,None,406.0,0.0013177481,0.07584833,0.00029480606,1.0
880000,0.0148763405,7492.0,0.18208274,10.800000160932541,10.800000160932541,414.0,0.0017118388,0.06801775,0.0002947494,1.0
890000,0.015084878,None,0.17121807,None,None,422.0,0.0011197117,0.06555991,0.00029469235,1.0
900000,0.016170504,2406.0,0.17086086,3.0000000447034836,3.0000000447034836,429.0,0.0020940085,0.071076035,0.00029462908,1.0
910000,0.014462458,None,0.15714635,None,None,436.0,0.0012139503,0.06739695,0.0002945658,1.0
920000,0.0137329195,None,0.15372448,None,None,443.0,0.0012444394,0.06693872,0.0002945088,1.0
930000,0.01614096,22142.0,0.16266285,36.40000054240227,36.40000054240227,451.0,0.0021456333,0.06731582,0.00029445175,1.0
940000,0.015924163,None,0.1631303,None,None,458.0,0.0011656594,0.07044287,0.0002943884,1.0
950000,0.015098317,None,0.1505224,None,None,465.0,0.0012201781,0.06580281,0.00029433137,1.0
960000,0.015174062,40876.0,0.15386407,65.00000096857548,65.00000096857548,472.0,0.002148823,0.06872398,0.00029427418,1.0
970000,0.015371579,None,0.1544042,None,None,479.0,0.001119775,0.06774552,0.0002942107,1.0
980000,0.014143687,7375.0,0.1620024,11.000000163912773,11.000000163912773,486.0,0.0020749536,0.06734965,0.00029414744,1.0
990000,0.014219089,None,0.15837944,None,None,493.0,0.0010628463,0.06965556,0.00029408993,1.0
1000000,0.013986596,1377.0,0.1566309,1.2000000178813934,1.2000000178813934,500.0,0.0019569476,0.07162304,0.00029403294,1.0
1010000,0.016665475,None,0.15527621,None,None,507.0,0.0011218266,0.065688655,0.00029396958,1.0
1020000,0.014107265,None,0.16156437,None,None,515.0,0.0011821046,0.06905398,0.00029391146,1.0
1030000,0.014498541,None,0.16456756,None,None,522.0,0.001246259,0.06565954,0.00029385445,1.0
1040000,0.014788303,43612.0,0.1632788,70.40000104904175,70.40000104904175,530.0,0.002094691,0.07176465,0.0002937912,1.0
1050000,0.01577322,None,0.16288222,None,None,537.0,0.0011785747,0.06757815,0.00029372794,1.0
1060000,0.014341745,None,0.15742199,None,None,546.0,0.0011717281,0.0725393,0.00029367092,1.0
1070000,0.013832158,26308.5,0.1459548,41.80000062286854,41.80000062286854,554.0,0.0029655255,0.0658346,0.00029361394,1.0
1080000,0.013776553,11322.0,0.13363153,17.200000256299973,17.200000256299973,560.0,0.0010836173,0.06858537,0.0002935505,1.0
1090000,0.013988812,None,0.14210159,None,None,568.0,0.0018507267,0.06657611,0.00029348716,1.0
1100000,0.01406812,None,0.15233989,None,None,575.0,0.0010496615,0.07332019,0.00029343012,1.0
1110000,0.013774743,31697.0,0.15601207,49.80000074207783,49.80000074207783,582.0,0.0011526456,0.06690904,0.0002933731,1.0
1120000,0.014037905,None,0.14896782,None,None,590.0,0.0018352201,0.06734804,0.00029330963,1.0
1130000,0.014437801,None,0.15412052,None,None,598.0,0.0010948092,0.067291126,0.0002932459,1.0
1140000,0.014645161,None,0.15550317,None,None,606.0,0.0011616898,0.06748484,0.00029318887,1.0
1150000,0.01452612,None,0.15304878,None,None,613.0,0.0012519981,0.07444872,0.00029313183,1.0
1160000,0.014898249,14340.0,0.15996046,22.000000327825546,22.000000327825546,621.0,0.0016563252,0.069458924,0.00029306876,1.0
1170000,0.014141277,None,0.15687935,None,None,628.0,0.0011383372,0.06910367,0.0002930055,1.0
1180000,0.014995288,None,0.15724884,None,None,634.0,0.0010820118,0.07171062,0.00029294842,1.0
1190000,0.013147952,47036.0,0.15715638,73.8000010997057,73.8000010997057,642.0,0.0012626029,0.063837945,0.00029289135,1.0
1200000,0.013314017,None,0.15418148,None,None,649.0,0.0021016593,0.06223426,0.0002928277,1.0
1210000,0.014811323,None,0.15641618,None,None,656.0,0.0012463072,0.07087695,0.00029277068,1.0
1220000,0.013632864,12381.0,0.15253954,19.80000029504299,19.80000029504299,663.0,0.0020768177,0.06735344,0.0002927136,1.0
1230000,0.013621976,None,0.1473068,None,None,671.0,0.0011231366,0.0662552,0.0002926501,1.0
1240000,0.014695836,None,0.1455042,None,None,678.0,0.0010964159,0.07045063,0.00029258637,1.0
1250000,0.014139524,None,0.1488248,None,None,685.0,0.0012334365,0.06264364,0.00029252932,1.0
1260000,0.014331623,None,0.16131227,None,None,693.0,0.0011606355,0.07453117,0.00029247216,1.0
1270000,0.01347685,None,0.15969905,None,None,700.0,0.0012855133,0.06843577,0.00029240857,1.0
1280000,0.013155411,49550.666666666664,0.15369894,78.53333449860413,78.53333449860413,703.0,0.0041175326,0.07235767,0.0002923516,1.0
1290000,0.013534403,None,0.15455857,None,None,None,0.0011664584,0.06282805,0.00029229463,1.0
1300000,0.012905608,None,0.15684955,None,None,None,0.0012466963,0.06844156,0.0002922311,1.0
1310000,0.014389966,44956.0,0.15301102,71.80000106990337,71.80000106990337,None,0.0020133299,0.06426893,0.00029216765,1.0
1320000,0.014642522,None,0.15727092,None,None,None,0.001080974,0.060169704,0.00029211002,1.0
1330000,0.013997001,None,0.15652916,None,None,None,0.0012459457,0.06716736,0.00029205237,1.0
1340000,0.014929013,None,0.15695271,None,None,None,0.0013468862,0.068479046,0.00029198866,1.0
1350000,0.01333324,None,0.15873583,None,None,None,0.0013136781,0.06553993,0.00029193138,1.0
1360000,0.014567903,4278.0,0.15580364,6.200000092387199,6.200000092387199,None,0.0020739294,0.061454497,0.00029187437,1.0
1370000,0.0136338575,None,0.16100143,None,None,None,0.0012537299,0.07101107,0.0002918108,1.0
1380000,0.013471543,None,0.16533762,None,None,None,0.0012870455,0.068220094,0.0002917473,1.0
1390000,0.013373048,24879.0,0.16668281,40.40000060200691,40.40000060200691,None,0.0023608888,0.06613478,0.00029169032,1.0
1400000,0.012383462,None,0.15415454,None,None,None,0.0011182112,0.06574082,0.00029163336,1.0
1410000,0.0139672095,None,0.15816282,None,None,None,0.0012828872,0.061849445,0.00029157,1.0
1420000,0.012060924,None,0.15393998,None,None,None,0.0012262652,0.069495514,0.0002915064,1.0
1430000,0.0138732875,None,0.14718564,None,None,None,0.0013340686,0.07108703,0.00029144876,1.0
1440000,0.013079907,4359.0,0.15436092,6.200000092387199,6.200000092387199,None,0.0017637981,0.08005843,0.00029139133,1.0
1450000,0.012152017,None,0.1581359,None,None,None,0.0011879873,0.072692595,0.00029132754,1.0
1460000,0.012990196,None,0.16006193,None,None,None,0.0013734525,0.072642036,0.00029127015,1.0
1470000,0.012830517,28462.0,0.16197012,44.80000066757202,44.80000066757202,None,0.0021866024,0.07113788,0.00029121287,1.0
1480000,0.013028217,None,0.162065,None,None,None,0.0012097138,0.06466514,0.00029114957,1.0
1490000,0.014097445,19558.0,0.15693754,32.00000047683716,32.00000047683716,None,0.0021777693,0.07135508,0.00029108624,1.0
1500000,0.012222005,None,0.15984832,None,None,None,0.001133564,0.07071279,0.00029102934,1.0
1510000,0.013322045,None,0.15487799,None,None,None,0.0012348312,0.07389082,0.00029097233,1.0
1520000,0.013708044,None,0.15132552,None,None,None,0.0013230628,0.07265063,0.00029090894,1.0
1530000,0.013491837,41326.0,0.1534126,66.20000098645687,66.20000098645687,None,0.0021968884,0.07193728,0.00029084567,1.0
1540000,0.0131675005,None,0.15561798,None,None,None,0.0012127847,0.060850937,0.00029078865,1.0
1550000,0.012918543,30170.0,0.15522736,48.00000071525574,48.00000071525574,None,0.0013088355,0.060594004,0.00029073164,1.0
1560000,0.013324692,None,0.15477249,None,None,None,0.0019352896,0.06813045,0.0002906681,1.0
1570000,0.011857674,None,0.14664848,None,None,None,0.001240572,0.06824813,0.0002906111,1.0
1580000,0.012559371,None,0.1567575,None,None,None,0.0012690404,0.07405539,0.00029055375,1.0
1590000,0.012003113,21303.0,0.16132666,33.00000049173832,33.00000049173832,None,0.0021362775,0.07294799,0.00029048996,1.0
1600000,0.012744595,None,0.15627642,None,None,None,0.0011446718,0.067389235,0.00029042663,1.0
1610000,0.013964219,None,0.15435965,None,None,None,0.0012307626,0.06848068,0.0002903692,1.0
1620000,0.013389568,None,0.15497673,None,None,None,0.0012929258,0.06990846,0.0002903122,1.0
1630000,0.013469131,17756.0,0.15581091,27.400000408291817,27.400000408291817,None,0.0022211962,0.06821062,0.0002902489,1.0
1640000,0.012825547,None,0.15231216,None,None,None,0.0011356497,0.0626167,0.00029018568,1.0
1650000,0.012684696,None,0.15860127,None,None,None,0.001229132,0.0639754,0.0002901287,1.0
1660000,0.013079192,None,0.16126037,None,None,None,0.0012721241,0.06854139,0.00029007165,1.0
1670000,0.013641412,7508.0,0.16082929,11.200000166893005,11.200000166893005,None,0.0021496583,0.066169634,0.00029000832,1.0
1680000,0.011623928,None,0.15046851,None,None,None,0.0011149169,0.06541592,0.0002899515,1.0
1690000,0.012584934,None,0.15957096,None,None,None,0.001215795,0.070089206,0.0002898945,1.0
1700000,0.012973131,None,0.16335528,None,None,None,0.0012871455,0.0673816,0.00028983114,1.0
1710000,0.010517569,None,0.15659542,None,None,None,0.001377091,0.0667185,0.00028976778,1.0
1720000,0.013196046,10668.5,0.14990047,15.900000236928463,15.900000236928463,None,0.0031750149,0.06905846,0.0002897109,1.0
1730000,0.0129815405,None,0.1507713,None,None,None,0.0012306782,0.06669426,0.00028965395,1.0
1740000,0.013464037,None,0.15541697,None,None,None,0.0013014821,0.066923454,0.0002895906,1.0
1750000,0.013040617,None,0.15794899,None,None,None,0.0012969482,0.06678897,0.00028952723,1.0
1760000,0.0127822915,3515.0,0.15040104,4.800000071525574,4.800000071525574,None,0.002344681,0.06579152,0.00028947022,1.0
1770000,0.012154281,19757.0,0.15012035,31.800000473856926,31.800000473856926,None,0.0020211828,0.068204135,0.00028941254,1.0
1780000,0.011152496,None,0.15139481,None,None,None,0.0010286907,0.07064217,0.00028934903,1.0
1790000,0.012273404,None,0.15788248,None,None,None,0.0011976402,0.06789221,0.00028928544,1.0
1800000,0.011671593,None,0.16053489,None,None,None,0.0012694062,0.064890005,0.00028922842,1.0
1810000,0.012304813,None,0.15710522,None,None,None,0.0012697516,0.07192643,0.00028917138,1.0
1820000,0.013130622,None,0.15175468,None,None,None,0.0012884338,0.065025955,0.00028910805,1.0
1830000,0.012242103,None,0.15831093,None,None,None,0.0013931663,0.0675679,0.000289051,1.0
1840000,0.01266065,18566.0,0.16464406,29.000000432133675,29.000000432133675,None,0.0018305134,0.0619938,0.00028899426,1.0
1850000,0.012228912,None,0.16804299,None,None,None,0.001253928,0.062435735,0.00028893095,1.0
1860000,0.012448408,None,0.16500707,None,None,None,0.001211795,0.062843524,0.0002888676,1.0
1870000,0.012537785,34184.0,0.15859258,53.80000080168247,53.80000080168247,None,0.0019769666,0.06793072,0.00028881076,1.0
1880000,0.012310724,None,0.15483096,None,None,704.0,0.0011544572,0.07395355,0.00028875392,1.0
1890000,0.010922156,None,0.15469344,None,None,711.0,0.0011059168,0.066809855,0.0002886902,1.0
1900000,0.011714582,None,0.157071,None,None,718.0,0.0013119169,0.06774129,0.0002886268,1.0
1910000,0.0126351435,None,0.16076364,None,None,725.0,0.0013415647,0.06355934,0.00028856978,1.0
1920000,0.01292206,80567.0,0.158698,129.0000019222498,129.0000019222498,733.0,0.0013834101,0.07336503,0.00028851273,1.0
1930000,0.012468433,19015.0,0.15913953,29.800000444054604,29.800000444054604,741.0,0.0026848465,0.06369587,0.0002884497,1.0
1940000,0.012406081,None,0.15913956,None,None,750.0,0.0012073725,0.07062806,0.0002883864,1.0
1950000,0.011717843,44065.0,0.15620556,70.20000104606152,70.20000104606152,757.0,0.0013333444,0.06432424,0.00028832938,1.0
1960000,0.013551142,None,0.15270099,None,None,765.0,0.002024476,0.06735374,0.0002882725,1.0
1970000,0.010965284,None,0.15265529,None,None,772.0,0.0011888444,0.07032963,0.00028820918,1.0
1980000,0.01276591,None,0.15854743,None,None,780.0,0.001353536,0.07080285,0.0002881458,1.0
1990000,0.013499538,None,0.16918495,None,None,786.0,0.0012355193,0.06658587,0.00028808878,1.0
2000000,0.011999561,3844.0,0.1673961,5.800000086426735,5.800000086426735,793.0,0.0015907809,0.07192968,0.00028803173,1.0
2010000,0.010844105,None,0.16807753,None,None,800.0,0.0011684393,0.06535829,0.00028796837,1.0
2020000,0.011809967,None,0.16157535,None,None,807.0,0.0011035502,0.066567905,0.00028791133,1.0
2030000,0.012274008,None,0.1526492,None,None,815.0,0.0011747886,0.06623184,0.00028785432,1.0
2040000,0.013333053,None,0.15390587,None,None,823.0,0.001342235,0.06694438,0.00028779096,1.0
2050000,0.01127132,None,0.15892804,None,None,830.0,0.0012741822,0.07214723,0.0002877276,1.0
2060000,0.012526677,89419.0,0.15699986,143.60000213980675,143.60000213980675,837.0,0.0021430822,0.06975462,0.00028767082,1.0
2070000,0.011358761,None,0.16079722,None,None,844.0,0.001212185,0.067608014,0.00028761386,1.0
2080000,0.0119391,None,0.15176708,None,None,853.0,0.001316064,0.07023793,0.0002875505,1.0
2090000,0.011816705,None,0.15922582,None,None,860.0,0.0013317236,0.061804898,0.00028748647,1.0
2100000,0.0122513585,15681.0,0.1669671,24.400000363588333,24.400000363588333,869.0,0.001623899,0.07149383,0.00028742908,1.0
2110000,0.011308812,None,0.16669802,None,None,875.0,0.0012482454,0.069888905,0.00028737192,1.0
2120000,0.011854618,None,0.16395316,None,None,883.0,0.0012383761,0.07047063,0.00028730856,1.0
2130000,0.010596057,6481.0,0.15510693,9.400000140070915,9.400000140070915,891.0,0.0018991961,0.07318227,0.00028724544,1.0
2140000,0.011814,None,0.15611577,None,None,899.0,0.0011630848,0.06734479,0.00028718848,1.0
2150000,0.0120181935,None,0.15359068,None,None,907.0,0.0011668295,0.05879485,0.00028713146,1.0
2160000,0.011481602,None,0.15157427,None,None,914.0,0.0012712346,0.073581055,0.00028706802,1.0
2170000,0.011563295,None,0.15645508,None,None,922.0,0.0013126911,0.06145879,0.00028701068,1.0
2180000,0.011682757,4525.0,0.16209652,6.200000092387199,6.200000092387199,930.0,0.0021919108,0.06484673,0.0002869535,1.0
2190000,0.012165759,None,0.15904185,None,None,938.0,0.0012250489,0.06653745,0.00028688987,1.0
2200000,0.012013854,None,0.16475376,None,None,945.0,0.001345426,0.066439405,0.00028682625,1.0
2210000,0.012029444,None,0.16935228,None,None,953.0,0.0013986613,0.07176496,0.00028676927,1.0
2220000,0.012329202,85507.0,0.17032479,137.20000204443932,137.20000204443932,960.0,0.0016966201,0.06545633,0.00028671246,1.0
2230000,0.01107949,None,0.1743851,None,None,969.0,0.0012904031,0.07036575,0.0002866492,1.0
2240000,0.011360705,None,0.1693257,None,None,977.0,0.0012418211,0.075877205,0.00028658586,1.0
2250000,0.011525782,None,0.17095013,None,None,984.0,0.0013727458,0.061603215,0.00028652884,1.0
2260000,0.010855586,None,0.15940799,None,None,992.0,0.0013338375,0.06674828,0.00028647183,1.0
2270000,0.01020961,None,0.15875545,None,None,999.0,0.0013266924,0.06668358,0.00028640847,1.0
2280000,0.011775122,29357.0,0.16685128,46.90000069886446,46.90000069886446,1006.0,0.0014816024,0.06258546,0.00028635145,1.0
2290000,0.011384043,None,0.15152013,None,None,1013.0,0.0028112489,0.075630344,0.0002862946,1.0
2300000,0.012093817,None,0.1547309,None,None,1021.0,0.0012951875,0.07005598,0.00028623082,1.0
2310000,0.010921006,None,0.16216357,None,None,1029.0,0.0014065778,0.06861558,0.00028616714,1.0
2320000,0.009802544,None,0.16462001,None,None,1036.0,0.001271521,0.073263586,0.00028611012,1.0
2330000,0.009691354,3863.0,0.15650614,5.200000077486038,5.200000077486038,1044.0,0.0020167048,0.06209638,0.00028605328,1.0
2340000,0.011660464,None,0.1618356,None,None,1051.0,0.0012707317,0.071172684,0.00028598998,1.0
2350000,0.010467943,52781.0,0.15802273,84.60000126063824,84.60000126063824,1058.0,0.0020704803,0.06834862,0.00028592584,1.0
2360000,0.011011064,None,0.15938564,None,None,1065.0,0.0011957481,0.068200156,0.00028586847,1.0
2370000,0.011364811,None,0.16041753,None,None,1073.0,0.0011644515,0.063247845,0.00028581085,1.0
2380000,0.010608806,None,0.16380265,None,None,1081.0,0.001257733,0.07263074,0.0002857474,1.0
2390000,0.011532582,None,0.17032832,None,None,1088.0,0.0012839133,0.06855691,0.00028569036,1.0
2400000,0.009799927,None,0.16469166,None,None,1095.0,0.0012339795,0.06689009,0.00028563305,1.0
2410000,0.012370363,None,0.15995404,None,None,1103.0,0.0013676854,0.066872224,0.00028556958,1.0
2420000,0.011444501,None,0.16587046,None,None,1110.0,0.0013978647,0.07104404,0.00028550625,1.0
2430000,0.01185293,135359.0,0.1727222,221.4000032991171,221.4000032991171,1112.0,0.002381632,0.06965012,0.0002854487,1.0
2440000,0.011617969,None,0.17203575,None,None,None,0.001247171,0.07074477,0.0002853914,1.0
2450000,0.011719407,None,0.16770005,None,None,None,0.0012180225,0.06257337,0.00028532807,1.0
2460000,0.010222089,None,0.159958,None,None,None,0.0012480058,0.06574811,0.00028527086,1.0
